Code	Waypoint Name
GC1KP38	GO DAWGS!
GC1KP7K	Too Big to Skip These Stones
GC1KP8A	2 Rivers, 2 States and Twice the View
GC1KP9A	East Hannibal Cache
GC1KP9W	NAN Molunkus
GC1KPAD	NAN Quinebaug
GC1KPAP	NAN Tuckernuck
GC1KPB8	Oak Trail Park Cache
GC1KPBB	NAN Winnepauk
GC1KPBP	NAN Autauga
GC1KPBV	NAN Chesuncook
GC1KPMG	Signal Point Bluff
GC1KQ43	You Belong to the City 13
GC1KQC0	The After Christmas Special
GC1KQZE	O`Fallon Cemetery land of the great past
GC1KR40	HT#03b-Relax & Enjoy the view in Forest Park-redo
GC1KRCT	The World's Only Inland Cape
GC1KT27	Old Fair Gate
GC1KVG8	Hockaday Hill
GC1KWRR	Laughin in Affton
GC1KXH0	Clark was....over there
GC1KXRZ	She Drives Me Crazy #2
GC1KXYX	Hill n' Dale
GC1KY6K	Sharon the Salamander
GC1KY73	Susan the Salamander
GC1KY7T	Doctor Sam Prince
GC1KY8J	RDP Submarine base
GC1KY9R	a Light up above
GC1KZ51	You Belong to the City 12
GC1KZ58	Old Woody Woodpecker
GC1KZ5E	You Belong to the City 14
GC1KZ7G	Akers Cemetery
GC1KZ8F	Tunnel Vision
GC1KZAA	Cockeyed Frank Loving
GC1KZAG	I Love Gumshoes: Richard Diamond
GC1KZMJ	I Love Gumshoes:  Boston Blackie
GC1KZMZ	I Love Gumshoes: Dan Holliday (Box 13)
GC1KZXH	Walk in the Park
GC1KZY0	Appel a Day
GC1M00M	Under Your Sole
GC1M00Q	Rock on!
GC1M00Z	Flutterby
GC1M016	LW Cable
GC1M0CY	I Love Gumshoes: Case of the Missing G Man
GC1M0D3	Urban Night Cache #1
GC1M0GF	Rachelette8's First Hide
GC1M1GY	Jim Bottomley Park #2
GC1M2FA	She Drives Me Crazy #3
GC1M2FN	She Drives Me Crazy #4
GC1M2JE	BIG RED
GC1M2Q8	Winding Trails Park
GC1M37J	Cedars, Cedars And More Cedars
GC1M3BN	Cereal Saturday
GC1M3WV	Twin Heart II
GC1M436	It's for you!
GC1M43D	T for me
GC1M43K	Doesn't Fit
GC1M4Z9	Eye Luv Geocaching 1/1
GC1M585	Eye Luv Geocaching 1.5/1.5
GC1M588	Eye Luv Geocaching 1.5/2
GC1M58V	Phooning for Love
GC1M6X2	MTL - The Narrows
GC1M79R	A walk in the park by the prison
GC1M7QQ	Big Buffalo Heart
GC1M8WR	Old 50 Dead End
GC1M8XX	In Plain Sight
GC1M900	HT#10 Sauron’s search
GC1M9JJ	She Drives Me Crazy #5
GC1MB6T	Numbrix #4
GC1MBTR	You Belong to the City 16
GC1MBV4	You Belong to the City 15
GC1MC6G	Reagan, VanBuren, Cleveland ...Your Fav President?
GC1MCAC	HT #11 Ramona Park
GC1MCR7	What's Shaking? - Blytheville, AR
GC1MCW0	Backstoppers Park of Oakland
GC1MDK1	The Green Spot On Hilltop
GC1MEGX	Fit For A King on Dirksen
GC1MFD4	We heart stillwater23
GC1MFHB	Caching in L-Town
GC1MFJC	smell that smell (sometimes)
GC1MFN8	Greensfelder Declue
GC1MFQN	Caulks Creek View
GC1MG7E	We heart bike trails!
GC1MGG3	Hike With Mike on the Declue Trail
GC1MGH8	Hike With Mike on the Buelah Trail
GC1MGMH	SQUIRREL PARADISE
GC1MGZV	Fried Watermelon - McClung
GC1MH3M	Birds Eye View for Brenda
GC1MHJ7	Presidents’ Day Mystery Cache
GC1MHV0	Look mummy, there's an aeroplane up in the sky
GC1MHVA	Hiding out in Freemont
GC1MJ8H	O Nano, Where Art Thou?
GC1MJ90	Fishin' in Jersey
GC1MJ9R	They Love to Rock
GC1MJB6	CCCC
GC1MJNB	Fried Americana - Twin 50 Drive-In
GC1MJQ9	We've been malled, again
GC1MK3X	Great Hill Guard
GC1MK52	Hike With Mike on Queeny's Hawk Ridge Trail
GC1MK55	Hike With Mike on Queeny's White Oak Trail
GC1MK6K	Fork or Y ?
GC1MK6W	Horse Farmer
GC1MKK3	Tour Guide
GC1MKRP	Harmon Killebrew Cache
GC1MM9J	Fried Polymers (of high molecular weight)
GC1MN57	Cache the History #7--Attack at Goslin's Lane
GC1MN6K	Winfield – High Point
GC1MN6P	35mm for Beginners
GC1MN6Q	Small Pill Tube for Beginners
GC1MN6W	Waterproof Match Container for Beginners
GC1MN6Z	Nano for Beginners
GC1MN84	In Memory
GC1MN87	Lyman Trumbull House
GC1MN8D	EPD Community #1
GC1MNEF	Fabulous FOX
GC1MNEX	Wright City Eastbound
GC1MNGG	The Title says it ALL
GC1MP8C	Stairway to Heaven Illinois Spirit Quest #4
GC1MPJ4	Belle Starr
GC1MPJ6	Calamity Jane
GC1MPJA	Anny Oakley
GC1MPJE	Etta Place
GC1MPJJ	Big Nose Kate Elder
GC1MPJM	SouthFork Travel Bug Resort
GC1MPJP	Putting Down Roots 1
GC1MPYQ	Walk in the Park # 2
GC1MQ31	FOX Run Trail
GC1MQG3	Putting Down Roots 2
GC1MQGT	The Caboose is Loose
GC1MQHY	Putting Down Roots 3
GC1MQJ5	Putting Down Roots 4
GC1MQJG	Missed approach 2
GC1MQJW	Not A Chevy
GC1MQKP	FOX Den Trail
GC1MQMY	Pastures A-Plenty
GC1MQTB	Go Navy!
GC1MR1W	Queeny Park Dog Walk
GC1MR44	Head Games
GC1MR4R	Two Paths
GC1MRAR	You Belong to the City 17
GC1MRTR	Carlyle Cemetery Illinois Spirit Quest #12
GC1MRTY	Cass Cemetery Illinois Spirit Quest #13
GC1MT17	Fabulous Scenic Photos Cache
GC1MT78	I'm Stumped!
GC1MT7E	This, That and the Other
GC1MT92	Hike With Mike to a Busch Bunker
GC1MT97	Hike With Mike at the Busch Conservation Area
GC1MTYC	Walking Capitol
GC1MTZB	Spring Fever 2
GC1MV47	Fried Bacon and Eggs
GC1MV4C	Fried Insomniac - Jefferson City
GC1MV4E	Fried Measurements
GC1MVWE	Allens Grove Cemetery Illinois Spirit Quest #14
GC1MVYG	Don't Get Towed
GC1MVZ1	Beware of Bear
GC1MVZH	Ram On Guard
GC1MW1V	8000 Finds For Racer - 1 More Smiley For Us!
GC1MWDN	Altig Bridge
GC1MWDV	Simmering Road Bridge
GC1MWPF	Turley Cemetery Illinois Spirit Quest #17
GC1MXNQ	Roads to Hollywood:  To Cornwallis with Love
GC1MXQG	Old Hwy 61 - Eolia South
GC1MXQR	Old Hwy 61 - Troy
GC1MXZX	You Belong to the City 18
GC1MYBX	Matchless in Bright-Fowler Park
GC1MYCH	New Ballwin
GC1MZ0M	Old Hwy 61 - Old Alexandria
GC1MZV0	Beer Can Alley
GC1MZV9	Neteler Cemetery
GC1N00N	Robin Hood cache
GC1N02Y	POW/MIA
GC1N0FK	Our Life Has Gone to the Dogs - Murphy's Micro
GC1N0FN	Our life has gone to the dogs - Spam's Stash
GC1N0JH	Our Life has Gone to the Dogs - Sophie's Secret
GC1N0JR	Our Life has Gone to the Dogs - Brodie's Bundle
GC1N0TQ	You Belong to the City 19
GC1N0TX	You Belong to the City 20
GC1N18M	Tree House on Memory Lane
GC1N1C1	Cedar/Pine on Memory Lane
GC1N1CN	Perched on Memory Lane
GC1N1D7	Rocky Spot on Memory Lane
GC1N1E1	High and Dry on Memory Lane
GC1N1E3	O Christmas Tree on Memory Lane
GC1N1E7	Near the Bend of Memory Lane
GC1N1EA	View of Doc W's Lake on Memory Lane
GC1N1EE	Richard's Tree on Memory Lane
GC1N1EM	Girls Rock
GC1N1FD	Pleasant Hill
GC1N1FY	Fit For A King on South Grand
GC1N1G0	Curvy 2, or Funks Grove - Country Road Series
GC1N1G7	Pickrell Cemetery Illinois Spirit Quest #26
GC1N1GR	My Favorite Martin Illinois Spirit Quest #27
GC1N1ZA	Amendment 1:  Freedom of religion, speech, press
GC1N1ZY	Amendment 2:  Right to bear arms
GC1N2HK	Barrelin' into ILLIOPOLIS
GC1N2WQ	Looking Up
GC1N34D	136 Rest Stop Cache
GC1N39T	Quiver Presbyterian Illinois Spirit Quest~28
GC1N3AE	Rakestraw Cemetery Illinois Spirit Quest~29
GC1N411	Roads to Hollywood: Obscure Movie . . . and Street
GC1N44Q	HUNT-IF Valley Park Cache
GC1N4HX	Blankshire Savanna
GC1N4HZ	Just down the trail aways
GC1N4NX	SJSP - At the Cut
GC1N4Y9	Anderson Cemetery Illinois Spirit Quest~30
GC1N4ZZ	Pump House Cache
GC1N503	Cardiac Hill
GC1N50F	Thomas Cemetery Illinois Spirit Quest~32
GC1N58A	Calvary Cemetery Illinois Spirit Quest #31
GC1N5QC	Putting Down Roots 5
GC1N7YY	The NOBLE One
GC1N847	Old Hwy 61 - Eolia North
GC1N854	Hike With Mike Around Mallard Lake
GC1N85J	Hike With Mike To Another Mallard Lake Cache
GC1N8QG	Lest We Forget
GC1N961	St.Rider
GC1N963	St. Joe Spring Picnic Cache
GC1N9JY	AIRPORT CROSSROADS TRAVEL BUG GUESTHOUSE
GC1N9TK	OVER YONDER
GC1N9WB	A Little Bit of Fence
GC1N9WY	Bridgeton: Without the Bushwack
GC1N9XD	country run 3
GC1N9XG	Bluedaisy's End of Winter Cache
GC1N9XJ	country run 4
GC1NA4G	Monsanto Lake @ St. Joe State Park
GC1NABN	SO CONFUSED
GC1NBK5	country run 6
GC1NBKE	Watch the Dogs Play 2
GC1NCGR	Simon
GC1NCQP	The Boys of Summer
GC1NCYF	R.I.P.
GC1ND4G	Walk in the Park #3
GC1NDC4	Garden view
GC1NDT0	Grandma Bug's Cache
GC1NE7M	Bob and Marys Dairy Farm
GC1NE85	Great Blue Herrons!
GC1NFK1	Birthday Cache For Mom
GC1NFYF	Birthday Cache for my Son
GC1NGQZ	Asbury Cemetery
GC1NGRB	Prarieview Cache
GC1NJJ0	Stephen's Cemetery Illinois Spirit Quest~41
GC1NJWR	Matchless in Laumeier Sculpture Park
GC1NJX1	Matchless in New Balwin Park
GC1NJX3	Matchless in Carondelet Park
GC1NJX7	Matchless in Forest Park
GC1NJXC	Matchless in Queeny Park
GC1NJXR	Matchless in Tower Grove Park
GC1NJXZ	Matchless in Bella Fontaine Park
GC1NK4X	Kirby Cemetery Illinois Spirit Quest ~ 33
GC1NKMY	Lions Club Bike Trail #1
GC1NKTZ	OLD WIND MILL
GC1NM15	You Belong to the City 22
GC1NMEZ	Poole Party 3
GC1NMJP	Poole Party 4
GC1NMK3	Poole Party 5
GC1NMKH	Poole Party 7
GC1NMRR	SK8-R-DIE
GC1NN2X	28th Anniversary Cache
GC1NNE3	Scene It?
GC1NNG8	Pool Party 8
GC1NNGD	Poole Party 9
GC1NNGJ	Poole Party 10
GC1NNGX	Mackenzie Park
GC1NNH2	Poole Party 11
GC1NNNM	Scratch n' Sniff
GC1NNR6	Fore!
GC1NNT0	Oreo's Revenge
GC1NP2K	Happy Pi Day!!
GC1NP3T	Bowling Green – End of the Road
GC1NPNJ	findlay cemetery
GC1NQ1W	German Cemetery Illinois Spirit Quest~34
GC1NQ8B	You Con-Du-It
GC1NQEJ	Pass the Gas
GC1NQGB	Lil Piggie Motel
GC1NQW2	Oh No Another Nano
GC1NQW4	Lanterman Park  150
GC1NR0K	TP002: It's Logical #1
GC1NR0Y	TP003: TT's Cache
GC1NR16	TP004: Gabber's Cache
GC1NR1C	TP005: Eye of the Giant
GC1NR3A	Westbound & Out Of Sight
GC1NRBE	You Belong to the City 21
GC1NRNE	FEUERWACHE
GC1NRPX	NO ROCK THIS TIME
GC1NRQD	HI HO (or YO) Silver
GC1NRT8	It's Not Easy Being Green
GC1NTWD	Its a Long Way Up There
GC1NTWY	Bittersweet Symphony
GC1NVVQ	American Graffiti
GC1NVXB	They Built This Nation
GC1NVXE	Crites Cemetery
GC1NVY8	Looking for Lincoln: William Duff Armstrong
GC1NX13	sand ridge 1
GC1NX18	sand ridge 2
GC1NX1B	sand ridge final stage
GC1NX1R	something smells fishy
GC1NX27	f.i.l.i.l.i.d.a 3
GC1NX37	something smells fishy 1
GC1NYRB	Richmond Grove Illinois Spirit Quest~47
GC1NYY5	Just another old train bridge
GC1NZ1M	Young Zaphod's 54 Cache Stop
GC1NZ3V	Twin Pines
GC1NZJ3	Between God and Billards
GC1P1BH	C & J's Southwind Cache
GC1P1C2	ww5's Site Q
GC1P1CJ	Bob & Charley
GC1P1DH	Sunsets for 2 Schnauzers
GC1P30J	Flavor of the Day - Apple Pie
GC1P332	West Main P&G
GC1P3YY	Odd couple
GC1P415	Land Nav 1
GC1P41N	Land Nav 2
GC1P41Q	Land Nav 3
GC1P45E	Trail of Death - Hysterically!
GC1P53K	Alexandria
GC1P551	AKEMAN BRIDGE RD. TOUR #1
GC1P55B	AKEMAN BRIDGE RD. TOUR #2
GC1P56B	AKEMAN BRIDGE RD.(REALLY KMJ) TOUR #3
GC1P575	AKEMAN BRIDGE RD. TOUR:  #4
GC1P57Y	AKEMAN BRIDGE RD. TOUR:  #6
GC1P584	AKEMAN BRIDGE ROAD TOUR:  #7
GC1P5C0	FOX Run Fitness Trail
GC1P5C3	Wally
GC1P5PH	Cross Over to Serendipity
GC1P65N	Whoa, Dan’l!  Thar’s a B’ar In Thar!
GC1P6HV	Little Rosie
GC1P6P9	Lynnwood leads N Lake 5-1
GC1P6ZQ	Land Nav 4
GC1P6ZY	Land Nav 5
GC1P6ZZ	Coonville Falls
GC1P701	It's so Peaceful
GC1P789	rest in peace
GC1P834	Cats
GC1P939	Don't Check It Out!
GC1P970	Country Cache
GC1PA6N	Almost PODS
GC1PA8B	Trenton's First
GC1PA8F	Free as a Bird
GC1PA9C	Little Bear
GC1PBB1	Matchless in West Tyson Park
GC1PBBA	Matchless in Veterans Memorial Park
GC1PBBF	Matchless in Clydesdale Park
GC1PBJD	Weldon Springs Area Multi
GC1PC63	The Burger Geocache Box # 2
GC1PDN8	welcome back
GC1PDNK	froggy went a courtin
GC1PDQ4	sulphur springs
GC1PDR6	Romping Thru Willmore
GC1PEWG	Fenton Road to Nowhere
GC1PEYY	Missouri Research Park Trailhead Cache
GC1PFER	Sassy Cache
GC1PFYT	One-Way Cache
GC1PFZM	Nature Trail Cache
GC1PGE8	Gamer's Utopia #1
GC1PGJE	Dove Field's Two (Bushwacker's only)
GC1PH2R	Backwoods
GC1PH7N	The End of the Road
GC1PH80	Bridge to Arcadia
GC1PHA1	Maude's Rocky Road
GC1PJG5	Lost Valley Trail Cache
GC1PK7A	Hike With Mike Down Governor Bates Trail
GC1PMBE	Pluck Your Magic Twanger
GC1PMHY	Muther's Approval
GC1PNZC	Don't Be A Nuisance
GC1PQ2W	Hill
GC1PR7E	Slaughter Sink Earthcache
GC1PRAP	YY? I Wonder
GC1PRE3	Don't Drink the Water!
GC1PV15	phone home
GC1PVAH	End of the Road
GC1PVAJ	Closed Road
GC1PVQZ	Lumbering Around
GC1PW6B	You Can Play Too
GC1PWF0	What's Your Favorite...#1
GC1PWM7	SLAGA Big-R Bridge
GC1PWX5	Don't Pop My Bubble
GC1PWXE	S'n'L Mitch Hedburg
GC1PWXP	S'n'L #2 Steven Wright
GC1PWY6	S'n'L #3 Richard Pryor
GC1PWYG	S'n'L #4 Jim Breuer
GC1PWYV	S'n'L #5 Kathleen Madigan
GC1PWZ9	S'n'L #6 Lewis Black
GC1PWZK	S'n'L #7 Dana Carvey
GC1PX0D	S'n'L #8 Freddie Prinze
GC1PX0N	S'n'L #9 Wanda Sykes
GC1PX0V	94, J & H
GC1PX10	S'n'L #11 Gallagher
GC1PX1D	S'n'L #12 Bobcat Goldthwait
GC1PX1N	S'n'L #14 Gilda Radner
GC1PX23	S'n'L #15 George Carlin
GC1PXTT	S'n'L  Martin Lawrence
GC1PY5P	S'n'L #16 Bob Hope
GC1PY5X	S'n'L #17 Jonathan Winters
GC1PY69	S'n'L #18 Robin Williams
GC1PY6E	S'n'L #19 Bill Cosby
GC1PY6R	S'n'L Brad Wheeling
GC1PY6X	S'n'L #22 Norm McDonald
GC1Q0RP	One foot up!
GC1Q0TP	Just a charming micro on a Tank!
GC1Q0W7	In a pickle?
GC1Q1GG	Uncle Tugs Peenut Butter Geocache
GC1Q268	Black Buffalo Trail Cache
GC1Q29R	you can phone here
GC1Q2A2	Trenton Park
GC1Q2AQ	Suburbia Gone
GC1Q2G0	A Farewell to ALRs - Long Live Challenge Caches
GC1Q2HT	Boundary, Boundary, Everywhere.
GC1Q303	Welcome to St. Joe State Park
GC1Q30Z	Stumped at the SLAGA picnic
GC1Q3QR	Last Will and Testament
GC1Q3TZ	School's in Session II - Pass or Fail
GC1Q4VF	Noah's Black Beard
GC1Q5RA	Capen Park Cache v3.0
GC1Q7TT	Cure Breast Cancer
GC1Q86T	Great Great Underwoods Illinois Spirit Quest #65
GC1Q87K	Great Great Great Haas Illinois Spirit Quest #66
GC1Q888	National Road - Illinois Challenge
GC1Q8R1	Walk in the Park # 5
GC1Q97Y	Sunset View
GC1Q98G	A Light at Gods View
GC1Q991	32
GC1Q9PP	One is the Loneliest Number
GC1Q9PZ	Hid By A Kid
GC1QB2Q	Revenge of the Sith
GC1QBJE	Cave Vineyard
GC1QBM2	Flash Flood
GC1QC3G	Driveway to the Home
GC1QC9B	All Around The Mulberry Tree
GC1QCFN	How about a game of Bridge?
GC1QCN9	Mike's Creve Coeur Connector #1
GC1QCNG	Mike's Creve Coeur Connector #2
GC1QCNJ	Kollectible Kache
GC1QCNV	Girl Scout Troop #4284
GC1QCQC	Wave To The Engineer 2
GC1QDX8	Prickly in the Park
GC1QDY4	Lets Picnic
GC1QHW0	Serve, Set, and Spike
GC1QJMD	Go Fast, Mom!
GC1QJMQ	Are you Stumped Yet?
GC1QJN4	BECKS BRIDGE
GC1QJP7	LETS GO BOWLING
GC1QJPG	ITS FOR YOU TWO
GC1QJPX	GOT ICE
GC1QK4X	PLAYING THE HARP
GC1QK5B	WATCH FOR THE LOG
GC1QK95	JUST FLIP ME OVER
GC1QMQ6	Cliff Cave
GC1QPBX	FCNB FIELD
GC1QQ4W	Rain, Rain, Go Away!
GC1QRFY	On Our Way to the Theatre
GC1QRGQ	Twin Pines Night Cache
GC1QRHW	A Novel View of Hiway 40
GC1QRVH	DENVER'S NIGHT OUT
GC1QTRC	A Man of Mooney
GC1QTRJ	hidden history penguin style
GC1QV0J	Saint Johns Cemetery
GC1QVJ2	Round and Round you Go
GC1QW72	Manchester Madness
GC1QWFE	Old Salem Cemetery
GC1QYB1	Revolutionary Soldiers Illinois Spirit Quest #68
GC1QYEH	Oh, the Places You'll Go!
GC1QZFX	Economic Stimulus Cache - Crestwood
GC1QZPT	Cache of Discovery
GC1R0Y4	Ivory Towers
GC1R3FZ	We'll Pick You Up
GC1R4TJ	Four Corners
GC1R5B6	Those Bloomin' Cachers!
GC1R5ED	Lily's Pad
GC1R5HM	Noble to the end
GC1R5MA	Real Strange Monster Advisory
GC1R6PT	Spellman Park Cache
GC1R6QY	Trail of Tears
GC1R75K	Paw Paw's Cache
GC1R7DB	A Final Exam for JGooose!
GC1R8GJ	Rougher-na-cob!!
GC1R97A	Old Bruns' Bridge
GC1R9C9	Land Nav 6
GC1R9JZ	SOMEONE STOP ME
GC1R9K2	Another Pana Bridge
GC1R9KM	CALVARY CACHE
GC1R9PX	The Richard Lonepost Cache
GC1RB98	Crazy Pirate's Search for Nifong Treasure
GC1RBK0	Pleasant Plains Water Tower
GC1RCFR	Tipton City Park Cache
GC1RCRX	Philadelphia Water Tower
GC1RD7B	The Back Road
GC1RDGW	The Garden
GC1RDTX	Did I just pass a llama?
GC1RE01	Snake hunt at Prairie Creek Road
GC1RE81	Point of Reference
GC1REX7	Home Is Where The Heart Is
GC1RG1Q	East Street
GC1RG22	Baird Street
GC1RG28	Holly Road
GC1RG2M	Travel Bug Trading Post
GC1RG2X	CAMPER
GC1RG7Q	Farmington Cemetery Illinois Spirit Quest #70
GC1RGM8	Guiding Light
GC1RGYR	19th & Haskell
GC1RGYV	Centennial
GC1RJH1	Moriah's Stache
GC1RJMH	Graduation Day
GC1RJT6	AnyBODY inside? Illinois Spirit Quest #71
GC1RJYD	Just a swing'n
GC1RK34	Wood You Lock to Find This?
GC1RKEE	Kadiddlehopper
GC1RKEH	Cottage Hill
GC1RKEY	Elmdale
GC1RKF1	Shipley Rd.
GC1RKF6	Heritage Rd
GC1RKF8	Higgins Switch
GC1RKFE	Ridge Rd.
GC1RKHW	Angels, Not Demons
GC1RKMF	I've been working on the railroad
GC1RMZF	Tipton Old Town Square Cache
GC1RN1G	MacGregor's 1000th!
GC1RN27	Diamonds are a boys best friend
GC1RN65	What is this thing?
GC1RNDA	Historic Landmark
GC1RNWD	Crazy Pirate's Quest for the Golden Egg
GC1RP0C	Meridian Road NANO
GC1RP0H	Connector Road
GC1RP0T	Claremont Road
GC1RP0Y	Gnarly Tree
GC1RP15	No Road Kill Gators Here
GC1RQ91	Cambaridae Tower
GC1RQB9	 MutherAndSun Cache
GC1RQHD	Livin' the Good Life
GC1RRRP	Memphis
GC1RRT0	Crest Haven
GC1RRT6	Prairieton
GC1RRTG	Stick  here
GC1RRTZ	Hey Bill, is it hot?
GC1RTBN	Git Awf Mah Lawn
GC1RTFR	Farmer City Cemetary
GC1RTGR	Troll Patrol, Taking a Peek
GC1RTHK	Troll Patrol, Better Than a Stick in the Eye
GC1RTHY	Troll Patrol, Root of All Evil
GC1RTJE	Rest and Relaxation
GC1RTJQ	Troll Patrol, Swamp Thing
GC1RTP4	Parkside
GC1RV1H	WHISKEY BUG HOTEL
GC1RVFC	History Class
GC1RVTC	Gethsemane
GC1RW5X	The Final Fall
GC1RX9W	A Blast From The Past
GC1RXHQ	You Missed Me!
GC1RYHJ	In The Shadow Of Abe
GC1RYHY	Here We Go 'Round - - -
GC1RYMF	Stand Behind Me
GC1RYQH	Stop & Stretch Your Legs, 3rd times a charm
GC1RYVT	Rickety Bridge Cache
GC1RZBW	History On The Hill
GC1T090	Brush Arbor Travel Bug Chapel
GC1T0EP	Take A Hike
GC1T0NF	Stat Builder
GC1T0ZC	The Cat's Martillo Cache
GC1T22K	Old Linn Creek Memorial Cemetery
GC1T26J	Putting Down roots 6
GC1T26X	Putting down roots 7
GC1T274	Putting down roots 8
GC1T277	putting down roots 9
GC1T2CV	Sea-Sense
GC1T2E8	Jesse Road
GC1T2EE	Wynoose Road
GC1T2EK	Wakefield Road
GC1T2EN	Westgate
GC1T2EY	Glenwood Road
GC1T2F3	Clay Road
GC1T2Z1	Old Bridge cache #1
GC1T2ZF	Old Bridge cache #2
GC1T304	Old Bridge cache #3
GC1T30J	Old Bridge cache #4
GC1T30W	Old Bridge cache #5
GC1T316	Old Bridge cache #6
GC1T3XW	Trobaugh-Good
GC1T43V	Farmington...Tradition and Progress
GC1T447	Spring Cleaning
GC1T4A7	On my way to school
GC1T4E6	Katy Trail Bridge
GC1T606	Pit Stop
GC1T60E	Welcome to the Fairgrounds
GC1T62J	The Reptile House
GC1T6B4	De White Post
GC1T6B8	De Not So White Post
GC1T6BD	8 TONS O FUN
GC1T6BP	Right Turn Clyde
GC1T6BX	Which Way Do We Go
GC1T6CE	Roy's Knobby Cache
GC1T6CM	Bridge Gone Nuts
GC1T6MZ	Gubydal
GC1T6XY	A War Tribute
GC1T70K	TEN TONS OF FUN
GC1T884	TANNERS PARK
GC1T88E	jig-jog is us
GC1T88W	Oh no! Not another Jig-Jog
GC1T894	Something Dad Can't Reach
GC1T898	Tribute To Mr. Floyd
GC1T89C	Don't Spike The Volleyball
GC1T89K	Mikey's Matchbox Tree
GC1T8AX	Searching_Simpsons hits #1000!
GC1T8E9	WHERES SONIC?
GC1T8GY	Alf's Cemetery Cache # 1
GC1T90W	Grab a Book
GC1T9CF	Cresthaven
GC1T9DA	Which Way!
GC1T9H0	Salem School Bridge
GC1T9HX	STILL DOESNT FIT
GC1T9JV	POT AND ARROWS
GC1T9K3	T FOR U
GC1T9KB	STEVE O'S CACHE
GC1T9KH	Crazy Train
GC1T9NV	Modesty
GC1TAQJ	FOLGERS BRIDGE
GC1TAQN	SLIDE TIRES ON PAVEMENT
GC1TAQV	STOP AND GO
GC1TAR4	ALIVE START
GC1TARA	I SPY A RED OCTAGON AHEAD
GC1TARE	OCTAGON PROTUSION
GC1TARK	HERE COMES THE CANDYMAN
GC1TARQ	POT AND ARROWS 2
GC1TART	NAILED TO THE TATONKA
GC1TARZ	YES I MARKED IT
GC1TBGV	Mamma Mia!
GC1TBPT	KillrB's First Hive
GC1TBWC	Clover Leaf
GC1TBWM	Fireman's Park
GC1TBXC	Millstadt's on the map
GC1TC42	Learn Balance
GC1TD64	See The World
GC1TDN8	I-55 Travel Bug Inn
GC1TE5P	Relax
GC1TEMC	Pass, Kick, and Score
GC1TEQZ	Traveler's Repose TB Hotel
GC1TF2N	Down by the Creek Part Dux
GC1TK52	9,000 + Caches Racer2814 WOW!
GC1TKX9	Take A Hike 2
GC1TM6R	Noah's Nano
GC1TM6X	Meet Me at the Fair
GC1TMMP	Backing the Old Wal-Mart
GC1TMXJ	Winston's 1st
GC1TNHT	Casting Shel Silverstein
GC1TNKH	Over the Hedge
GC1TNKQ	Leads To The Other Side
GC1TNKZ	Bridge Over Troubled Water
GC1TPXM	A Blast From The Past 2
GC1TPYX	A Blast From the Past 3
GC1TPZ2	Pattytracker's 2000th Find Tribute
GC1TPZ6	Trillium Trail Cache
GC1TQ2E	YET ANOTHER NOT WHITE POST
GC1TQ39	DA BRIDGE
GC1TQ3E	UNDER ANOTHER BRIDGE
GC1TQ3V	NONE SHALL PASS
GC1TQ43	AFRICAN OR EUROPEAN?
GC1TQ6Y	Choctaw Park Cache, Re-engineered
GC1TR5H	T-ROAD   CACHE
GC1TRG2	New York
GC1TRJH	Birds of a Feather
GC1TTJX	Jackson's Cache
GC1TTK0	Fairground softball field cache
GC1TVNT	Muther Roads Tour - Mother Jones
GC1TVP2	Muther Roads Tour - Mmmm Bonus
GC1TVPE	Muther Roads Tour - Final
GC1TVPX	Muther Roads Tour - Meramec Caverns
GC1TVQ9	Muther Roads Tour - Meteor Crater
GC1TVQE	Muther Roads Tour - Mojave Desert
GC1TVQK	Muther Roads Tour - Midewin Prairie
GC1TVQV	Muther Roads Tour - Mark Twain Nat. Forest
GC1TVQZ	Muther Roads Tour - Magic House
GC1TVR8	Muther Roads Tour - Mining
GC1TVRK	Muther Roads Tour - McQueen
GC1TVTC	Muther Roads Tour - Miguel
GC1TVTV	Muther Roads Tour - Uuuuuum Bonus
GC1TVTX	Muther Roads Tour - Union Station
GC1TVV6	Muther Roads Tour - U-Drop Inn
GC1TVVA	Muther Roads Tour - palo dUro state park
GC1TVVP	Muther Roads Tour - blUe hole
GC1TVVY	Muther Roads Tour - lUcille's
GC1TVW3	Muther Roads Tour - blUe dome
GC1TVXG	Muther Roads Tour - T t t t  the bonus
GC1TVXY	Muther Roads Tour - Theatre
GC1TVY3	Muther Roads Tour - Tour the mine
GC1TVYA	Muther Roads Tour - Tree farm?
GC1TVYE	Muther Roads Tour - Tomb
GC1TVYK	Muther Roads Tour - Tower
GC1TVYP	Muther Roads Tour - Toys
GC1TVYZ	Muther Roads Tour - Hhhhhuh a Bonus
GC1TVZ7	Muther Roads Tour - Henry's Rabbits
GC1TVZG	Muther Roads Tour - Halltown
GC1TVZQ	Muther Roads Tour - Helen
GC1TVZT	Muther Roads Tour - Highway Shrine
GC1TVZY	Muther Roads Tour - Heritage
GC1TW01	Muther Roads Tour - Horseys
GC1TW08	Muther Roads Tour - Help! Snakes!
GC1TW0D	Muther Roads Tour - Hall of Fame
GC1TX2V	Mahoney Cemetery
GC1TX4C	Muther Roads Tour - Eeeeek, another bonus
GC1TX50	Muther Roads Tour - Express
GC1TX57	Muther Roads Tour - o'kEEffE
GC1TX58	Muther Roads Tour - El Reno
GC1TX5E	Muther Roads Tour - Eureka!
